#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321A189D7
#Date Time: 2025-04-28 09:56:42.755
#Sample rate: 1.5873e+06Hz
#Samples: 8192
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 0 V Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 500 mV/div Offset: 0 V Sample Mode: Average
#Channel 2: Range: 500 mV/div Offset: 10.7 V Sample Mode: Average
#Wavegen Channel 1: Enabled
#Mode: Simple
#Type: Square
#Frequency: 1 kHz
#Period: 1 ms
#Amplitude: 500 mV
#Offset: 0 V
#Symmetry: 50 %
#Phase: 0 °

Time (s),Channel 1 (V),Channel 2 (V)
-0.002562529655172414,0.4457856120567782,-10.04742708688872
-0.002561899655172414,0.4451211898611262,-9.996167687318714
-0.002561269655172414,0.445453400958952,-9.941246902065116
-0.002560639655172414,0.4451211898611262,-9.90097165954584
-0.002560009655172414,0.4451211898611262,-9.853373645659405
-0.002559379655172414,0.4451211898611262,-9.80943701745656
-0.002558749655172414,0.4457856120567782,-9.758177617886533
-0.002558119655172414,0.4457856120567782,-9.71790237536724
-0.002557489655172414,0.455751944991558,-9.75451623220296
-0.002556859655172414,0.4577452115785139,-9.908294430912985
-0.002556229655172414,0.4574130004806873,-10.04742708688878
-0.002555599655172414,0.456084156089384,-10.17191420013017
-0.002554969655172414,0.45475531169808,-10.27809438495376
-0.002554339655172414,0.4540908895024283,-10.37695179841016
-0.002553709655172414,0.4530942562089501,-10.45017951208164
-0.002553079655172414,0.4524298340132981,-10.50876168301879
-0.002552449655172414,0.4517654118176461,-10.56368246827237
-0.002551819655172414,0.4520976229154721,-10.59663493942452
-0.002551189655172414,0.4511009896219942,-10.61494186784238
-0.002550559655172414,0.4514332007198201,-10.61860325352595
-0.002549929655172414,0.4507687785241681,-10.60761909647524
-0.002549299655172414,0.4514332007198198,-10.58198939669025
-0.002548669655172414,0.4511009896219941,-10.53805276848737
-0.002548039655172414,0.4461178231546042,-10.47580921186665
-0.002547409655172414,0.4477788786437334,-10.42821119798023
-0.002546779655172414,0.4461178231546042,-10.3769517984102
-0.002546149655172414,0.4491077230350359,-10.33301517020731
-0.002545519655172414,0.4441245565676483,-10.27443299927019
-0.002544889655172414,0.4411346566872143,-10.21585082833303
-0.002544259655172414,0.4408024455893885,-10.16459142876305
-0.002543629655172414,0.4408024455893883,-10.10967064350945
-0.002542999655172414,0.4411346566872143,-10.06207262962301
-0.002542369655172414,0.4411346566872143,-10.01447461573659
-0.002541739655172414,0.4417990788828663,-9.974199373217282
-0.002541109655172414,0.4417990788828661,-9.930262745014399
-0.002540479655172414,0.4414668677850403,-9.889987502495124
-0.002539849655172414,0.4414668677850403,-9.842389488608688
-0.002539219655172414,0.4414668677850403,-9.791130089038704
-0.002538589655172414,0.4414668677850403,-9.747193460835817
-0.002537959655172414,0.4431279232741703,-9.710579604000097
